CurrentURL	MID	editor_data	photographer_data	illustrator_data	altTitles	notes	lang	text	Title	composer_data	lyricist_data	arranger_data	Publisher	PublisherLocationTest	testDates	Donor	Distributor	subject_data	CallNumber	PlateNumber	Series	CollectionSource	LargerWork	Keywords	zImagePath	MidiPath	zNumberOfPages	TitleSearchHits	Incomplete
http://sheetmusic.library.sc.edu/Music.asp?mid=2853	2853	"Chaloff, Julius|http://id.loc.gov/authorities/names/n85199785"				For solo piano.|Parallel title: Rhapsodie Hongroise.|Edited and fingered by Julius Chaloff.|Publisher no.: S. 2201.| Plate no.: 23236-16.	No linguistic content		Hungarian Rhapsody no. 12	"Liszt, Franz, 1811-1886|http://id.loc.gov/authorities/names/n79079048"			Carl Fischer	"New York, NY|Boston, MA|Los Angeles, CA|Chicago, IL"	1925	Dr. David G. Phillips		Piano music|http://id.loc.gov/authorities/subjects/sh85101782	Sheet music 1851		Selected compositions for the pianoforte						0	97	N
http://sheetmusic.library.sc.edu/Music.asp?mid=2884	2884					For solo piano.|Transcribed for piano by Harold Bauer.|Melody by Johann Schop: published in 1642.|Plate no.: 35777	No linguistic content		"Chorale--""Jesus bleibet meine freude"", from cantata no. 147"	"Bach, Johann Sebastian, 1685-1750|http://id.loc.gov/authorities/names/n79021425"			G. Schirmer	"New York, NY"	1932	Mary Clarkson		Piano music|http://id.loc.gov/authorities/subjects/sh85101782	Sheet music 1827		Transcriptions and editions for the piano by Harold Bauer		Cantata No. 147				0	162	N
http://sheetmusic.library.sc.edu/Music.asp?mid=2886	2886					"For voice (baritone) and piano.|Text in English and Italian.|Italian text by Arrigo Boito.|English text by Percy Pinkerton.|From Verdi's ""Otello"" scene II, act II.|Plate no.: 118147"	English|Italian	"First line of English text|Go, then; to thy doom thou art going. :: First line of Italian text|Vanne; la tua meta gia vedo."	Credo	"Verdi, Giuseppe, 1813-1901|http://id.loc.gov/authorities/names/n79038460"	"Boito, Arrigo, 1842-1918|http://id.loc.gov/authorities/names/n80010162 ; Pinkerton, Percy|http://id.loc.gov/authorities/names/n84144346"		G. Ricordi & Co.		1920	Mary Clarkson		Operas--Excerpts|http://id.loc.gov/authorities/subjects/sh85094931	Sheet music 1883		Celebrated arias from the opera of Otello		Otello	Iago; Cassio; Othello			0	113	N
																													
http://sheetmusic.library.sc.edu/Music.asp?mid=2888	2888		Bushnell|http://id.loc.gov/authorities/names/no2004035372			"For voice and piano.|Cover photo of Anna Lichter by Bushnell.|""As sung by Anna Lichter in Offenbach's La Belle Helene at the Tivoli"""	English	"First line of text|Oh, love divine! oh, raptures glow"	O love divine	"Offenbach, Jacques, 1819-1880|http://id.loc.gov/authorities/names/n80040739"					1800-1999	Laurence Conger		Operas--Excerpts|http://id.loc.gov/authorities/subjects/sh85094931	Sheet music Large 794		Musical Supplement to the Examiner						0	81	N
http://sheetmusic.library.sc.edu/Music.asp?mid=2889	2889					"For solo piano.|Contents:  Forest murmerings = Waldesrauschen ; Fantasie in C minor ; Study on black keys (op. 10, no. 5) ; Revolutionary study (op. 10, no. 12) ; Finale-etude symphonique (op. 13).|Compiled by W. S. B. Mathews."	No linguistic content		Standard  grade X	[Various]|			Theodore Presser	"Philadelphia, PA"	1892	Laurence Conger		Piano music|http://id.loc.gov/authorities/subjects/sh85101782	Sheet music Large 795		Standard graded course of studies for the pianoforte in ten grades			Mason's system of technics; Liszt; Chopin; Johann Sebastian Bach; Schumann			0	247	N
http://sheetmusic.library.sc.edu/Music.asp?mid=5616	5616					For voice and piano.|Alternate title: The Little Lying Daisy.|Plate number: 847-3.	English	First line of text|One Juner morning thro' the meadow going.	The False Prophet	"Scott, John Prindle, 1877-1932|http://id.loc.gov/authorities/names/n97082129"	"Darow, Reginald V.|"		"R. L. Huntzinger, Inc."	"New York, NY"	1922	Hemrick Salley		Love songs|http://id.loc.gov/authorities/subjects/sh85078593 ; Popular music--United States--1921-1930|http://id.loc.gov/authorities/subjects/sh2008109844 ; Songs (High voice) with piano|http://id.loc.gov/authorities/subjects/sh85125149	Sheet music 3605								0	4	N
http://sheetmusic.library.sc.edu/Music.asp?mid=5619	5619					"For voice and piano.|From Four Songs, Opus 49 by H. Leroy Baumgartner.|Plate number: 97-9327."	English	First line of text|Love is of God and everyone that loveth is born of God and knoweth God.	Love is of God	"Baumgartner, H. Leroy (Hope Leroy), 1891-1969|http://id.loc.gov/authorities/names/no91023835"			Concordia Publishing House	"St. Louis, MO"	1955	Hemrick Salley		Sacred songs with piano|http://id.loc.gov/authorities/subjects/sh85116369	Sheet music 3608								0	3	N
http://sheetmusic.library.sc.edu/Music.asp?mid=5628	5628			H. Carter|		For solo piano.|Edition Deluxe.|Cover artist: H. Carter.	No linguistic content		"Melody in ""f"""	"Rubinstein, Anton, 1829-1894|http://id.loc.gov/authorities/names/n80145026"			De Luxe Music Co.	"New York, NY"	1800-1999	Hemrick Salley		Piano music|http://id.loc.gov/authorities/subjects/sh85101782 ; Popular instrumental music|http://id.loc.gov/authorities/subjects/sh87003318	Sheet music Large 1414								0	5	N
http://sheetmusic.library.sc.edu/Music.asp?mid=5629	5629					For voice and piano.|Scotch Air.|Plate number: 565-3.	English	First line of text|Maxweltons banks are bonny.	Annie Laurie	"Dunn, Sinclair|http://id.loc.gov/authorities/names/n82228585"			McKinley Music Co.	"New York, NY"	1800-1999	Hemrick Salley		Love songs|http://id.loc.gov/authorities/subjects/sh85078593 ; Popular music--United States|http://id.loc.gov/authorities/subjects/sh85088876	Sheet music Large 1413		Songs the people love						0	5	N
http://sheetmusic.library.sc.edu/Music.asp?mid=5638	5638					"For voice and piano.|Introduced by Miss Kitty Gordon in the successful playlet ""Alma's Return"" by Jack Lait.|Plate number: 3171-4."	English	First line of text|There was a fire burning in my heart. :: First line of chorus|There's a little spark of love still burning.	There's a little spark of love still burning	"Fisher, Fred, 1875-1942|http://id.loc.gov/authorities/names/n92083345"	"McCarthy, Joseph, 1885-1943|http://id.loc.gov/authorities/names/no89004059"		Leo. Feist Inc.	"New York, NY"	1914	Hemrick Salley		Love songs|http://id.loc.gov/authorities/subjects/sh85078593 ; Popular music--United States--1911-1920|http://id.loc.gov/authorities/subjects/sh2008108979 ; Songs with piano|http://id.loc.gov/authorities/subjects/sh85125211	Sheet music Large 1424				Alma's Return (playlet)				0	13	N
http://sheetmusic.library.sc.edu/Music.asp?mid=5657	5657					For voice and piano.|Text in English and French.|French words by Guy d'Hardelot.|Plate number: 5006-4.	English|French	First line of text|Because you come to me with naught save love.	Becuase	"Hardelot, Guy d', 1858-1936|http://id.loc.gov/authorities/names/no95016967"	"Teschemacher, Edward, 1876-1940|http://id.loc.gov/authorities/names/no90012377"		Chappell & Co. Ltd.	"New York, NY"	1902			Love songs|http://id.loc.gov/authorities/subjects/sh85078593 ; Popular music--United States--1901-1910|http://id.loc.gov/authorities/subjects/sh2008109843 ; Songs (Medium voice) with piano|http://id.loc.gov/authorities/subjects/sh85125188	Sheet music 3955								0	2	Y
http://sheetmusic.library.sc.edu/Music.asp?mid=5658	5658					For voice and piano.|Based on the life and music of Jerome Kern.|Plate number: 223-4.	English	"First line of text|Got the cutest little way, like to watch you all the day."	They didn't believe me	"Kern, Jerome, 1885-1945|http://id.loc.gov/authorities/names/n80149466"	"Reynolds, Herbert, 1867-1933|http://id.loc.gov/authorities/names/no2003039770"		T.B. Harms Company	"New York, NY"	1914			Motion picture music--Excerpts--Vocal scores with piano|http://id.loc.gov/authorities/subjects/sh85088059 ; Popular music--United States--1911-1920|http://id.loc.gov/authorities/subjects/sh2008108979 ; Songs with piano|http://id.loc.gov/authorities/subjects/sh85125211	Sheet music 3954				The Clouds Roll By (motion picture)				0	6	Y
http://sheetmusic.library.sc.edu/Music.asp?mid=5661	5661			"Frew, 1875-1955|http://id.loc.gov/authorities/names/n2012044059"		"For voice and piano.|Sung with great success by Little Amy Butler.|Cover artist: Frew, John."	English	"First line of text|My little honey, I must be leaving. :: First line of chorus|Kiss me, my honey, kiss me."	"Kiss me my honey, kiss me"	"Snyder, Ted, 1881-1965|http://id.loc.gov/authorities/names/no91011476"	"Berlin, Irving, 1888-1989|http://id.loc.gov/authorities/names/n50026116"		Ted Snyder Co.	"New York, NY"	1910			Farewells--Songs and music| ; Love songs|http://id.loc.gov/authorities/subjects/sh85078593 ; Popular music--United States--1901-1910|http://id.loc.gov/authorities/subjects/sh2008109843 ; Songs with piano|http://id.loc.gov/authorities/subjects/sh85125211	Sheet music Large 1432								0	8	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4794	4794					For piano and voice with guitar chord symbols.|Recorded by Olivia Newton John on MCA Records|Pl. no. PV1001-2-4.	English	First line of text|Maybe I hang around here a little more than I should. :: First line of chorus|I love you. I honestly love you.	I honestly love you	"Allen, Peter|http://id.loc.gov/authorities/names/n92806546 ; Barry, Jeff|http://id.loc.gov/authorities/names/n92110624"	"Allen, Peter|http://id.loc.gov/authorities/names/n92806546 ; Barry, Jeff|http://id.loc.gov/authorities/names/n92110624"		Irving Music; Woolnough Music; Broadside Music		1973	Donna Windham		Songs (Medium voice) with piano|http://id.loc.gov/authorities/subjects/sh85125188 ; Popular music--1971-1980|http://id.loc.gov/authorities/subjects/sh87003311	Sheet music 3120					"hang, around, believe, love, answer, eyes, heart, chance, comfortable"			0	16	N
																													
http://sheetmusic.library.sc.edu/Music.asp?mid=4795	4795					For solo piano.|Pl. no. 1183-4.	No linguistic content		"Meditation in F, Op. 90"	"Morrison, C. S.|http://id.loc.gov/authorities/names/no2002066114"		"Schaum, John W. (John Walter), 1905-1988|http://id.loc.gov/authorities/names/no88002650"	Belwin	"Long Island, NY"	1957	Donna Windham		Piano music|http://id.loc.gov/authorities/subjects/sh85101782	Sheet music 3121								0	18	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4796	4796	"Deis, Carl|http://id.loc.gov/authorities/names/n86080560"				For piano solo.|Edited by Carl Deis.|Pl. no.: 38099	No linguistic content		Romance : op. 44	"Rubinstein, Anton, 1829-1894|http://id.loc.gov/authorities/names/n80145026"			"G. Schirmer, Inc."	"New York, NY"	1938	Donna Windham		Piano music|http://id.loc.gov/authorities/subjects/sh85101782	Sheet music 3122								0	32	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4805	4805					"For piano solo, with guitar chord symbols.|Cover depicts promotional photograph from the film.|Pl. no.: TMK-426-3"	No linguistic content		Theme from Summer of '42	"Legrand, Michel, 1932-|http://id.loc.gov/authorities/names/n82004250"		"Terry, George N., 1906-1986|http://id.loc.gov/authorities/names/no93007103"	WB Music Corp.		1971	Donna Windham		"Motion picture music--Excerpts--Piano scores|http://id.loc.gov/authorities/subjects/sh2010102477 ; Piano music, Arranged|http://id.loc.gov/authorities/subjects/sh85101791"	Sheet music 3131								0	21	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4914	4914					For piano.|Pl. no. 4001-4	No linguistic content		"Fantasie I, Opus 16"	"Mendelssohn-Bartholdy, Felix, 1809-1847|http://id.loc.gov/authorities/names/n79139515"			Theodore Presser Co.	"Philadelphia, PA"	1800-1999	Jean Woods		Piano music|http://id.loc.gov/authorities/subjects/sh85101782	Sheet music 3239								0	29	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4925	4925					For solo piano.|Publisher no.: 16773.| Pl. no.: 16773-5.	No linguistic content		Dance Arcadienne	"Martin, George Dudley.|"			T. Presser	"Philadelphia, PA"	1920	Jean Woods		Piano music|http://id.loc.gov/authorities/subjects/sh85101782	Sheet music 3250								0	67	Y
http://sheetmusic.library.sc.edu/Music.asp?mid=4990	4990					For piano solo.|Includes note by Roy Howat on p. [4].|Pl. no.: 110-40625	No linguistic content		Page d'album (Pour l'oeuvre du 'Vêtement du Blessé')	"Debussy, Claude, 1862-1918|http://id.loc.gov/authorities/names/n79132137"			Theodore Presser Co.	"Bryn Mawr, PA"	1980	Margaret C. Truett		Piano music|http://id.loc.gov/authorities/subjects/sh85101782	Sheet music 3303								0	25	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4774	4774	"Spicker, Max, 1858-1912|http://id.loc.gov/authorities/names/n84130954"				For voice and piano.|English version by Arthur Westbrook.|Edited by Max Spicker.|Pl. no. 24154	English|German	"First line of German text|""O danke nicht fur diese Lieder, mir ziemt es, dankbar Dir zu sein."" :: First line of English text|""Oh, thank me not for what I sing thee, thine are the songs, no gift of mine."""	"Widmung (Dedication) Opus 14, No. 1"	"Franz, Robert, 1815-1892|http://id.loc.gov/authorities/names/n85006189"	"Müller von Königswinter, Wolfgang, 1816-1873|http://id.loc.gov/authorities/names/n84075704"		G. Schirmer	"New York, NY"	1935	Donald Gray		Songs (Low voice) with piano|http://id.loc.gov/authorities/subjects/sh85125168	Sheet music 3101		Selected Songs by Robert Franz			"return, light, eyes, own"			0	23	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4778	4778					For voice and piano.|Winthrop Rogers Edition.|Pl. no. 2737	English	"First line of text|Go not, happy day, from the shining fields, go not, happy day, till the maiden yields."	"Go not, happy day"	"Bridge, Frank, 1879-1941|http://id.loc.gov/authorities/names/n81009699"	"Tennyson, Alfred Tennyson, Baron, 1809-1892|http://id.loc.gov/authorities/names/n79142936"		Boosey & Hawkes	"London, England"	1916	Donald Gray		Songs (Medium voice) with piano|http://id.loc.gov/authorities/subjects/sh85125188	Sheet music 3105					"rosy, rose, yes, ships, blush, east to west, mouth"			0	59	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4800	4800					"For voice and piano, with guitar chord diagrams.|Cover photograph of Morris Albert.|Spanish lyrics by Thomas Fundora.|Pl. no.: 1415FSM-5"	English	"First line of text|Feelings, nothing more than feelings, trying to forget my feelings of love."	Feelings = ¿Dime?	"Albert, Morris|http://id.loc.gov/authorities/names/n95116134"	"Albert, Morris|http://id.loc.gov/authorities/names/n95116134"		"Fermata International Melodies, Inc."	"Hollywood, CA"	1975	Donna Windham		Popular music--1971-1980|http://id.loc.gov/authorities/subjects/sh87003311	Sheet music 3126								0	21	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4802	4802					"For voice and piano, with guitar chord diagrams.|Cover illustration of musical group Bread by Ziering.|Pl. no.: 1702ISM-2"	English	"First line of text|If a picture paints a thousand words, then why can't I paint you?"	If	"Gates, David, 1940-|http://id.loc.gov/authorities/names/n95119477"	"Gates, David, 1940-|http://id.loc.gov/authorities/names/n95119477"		Colgems Music Corp.	"New York, NY"	1971	Donna Windham		Popular music--1971-1980|http://id.loc.gov/authorities/subjects/sh87003311	Sheet music 3128								0	19	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4809	4809					For voice and piano with chord symbols.|Pl. no. 738-5	English	"First line of refrain|One dream in my heart, one love to be living for, one love to be living for this nearly was mine. :: First line of verse|So clear and deep are my fancies of things I wish were true."	This nearly was mine	"Rodgers, Richard, 1902-1979|http://id.loc.gov/authorities/names/n50048058"	"Hammerstein, Oscar, II, 1895-1960|http://id.loc.gov/authorities/names/n50020012"		"Williamson Music, Inc."	"New York, NY"	1949	Gene Ferguson		Songs (Medium voice) with piano|http://id.loc.gov/authorities/subjects/sh85125188 ; Musicals--Excerpts--Vocal scores with piano|http://id.loc.gov/authorities/subjects/sh2008108139	Sheet music 3135				South Pacific	"paradise, fly, flies, remembering, adventures"			0	27	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4810	4810					For voice and piano.|Pl. no. 11439-4.	English	"First line of text|There's a spot in my heart which no colleen may own, there's a depth in my soul never sounded or known."	Mother Machree	"Olcott, Chauncey, 1858-1932|http://id.loc.gov/authorities/names/n98009390 ; Ball, Ernest R., 1878-1927|http://id.loc.gov/authorities/names/no96051481"	"Young, Rida Johnson|http://id.loc.gov/authorities/names/n85186923"		M. Witmark & Sons	"New York, NY"	1910	Gene Ferguson		"Women lyricists|http://id.loc.gov/authorities/subjects/sh99001152 ; Musicals--Excerpts, Arranged|http://id.loc.gov/authorities/subjects/sh2008107514 ; Popular music--United States--1901-1910|http://id.loc.gov/authorities/subjects/sh2008109843 ; Songs (Medium voice) with piano|http://id.loc.gov/authorities/subjects/sh85125188"	Sheet music 3136					"silver, furrowed, God bless you, candle"			0	41	N
																													
http://sheetmusic.library.sc.edu/Music.asp?mid=4812	4812					"For voice and piano.|Title page: ""To Francis Rogers.""|Pl. no. 8830"	English	"First line of text|Out of the night that covers me, black as the pit from pole to pole, I thank whatever gods may be for my unconquerable soul."	Invictus	"Huhn, B.|http://id.loc.gov/authorities/names/nr89004387"	"Henley, William Ernest, 1849-1903|http://id.loc.gov/authorities/names/n50037313"		Willis Music Co.	"Cincinnati, OH"	1910	Gene Ferguson		Songs (Medium voice) with piano|http://id.loc.gov/authorities/subjects/sh85125188	Sheet music 3138					"bludgeonings, menace, unafraid, scroll, captain"			0	55	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4813	4813					For voice and piano.|Pl. no. 19316	English	"First line of text|Oh, for a March wind from the hills breathing of Spring and daffodils."	"Oh, for a March wind"	"Head, Michael, 1900-1976|http://id.loc.gov/authorities/names/n80125362"	"Williams, Winifred|http://id.loc.gov/authorities/names/nr2007012572"		Boosey & Hawkes	"London, England"	1965	Gene Ferguson		Songs (High voice) with piano|http://id.loc.gov/authorities/subjects/sh85125149	Sheet music 3139					"scudding, sleepy, February, gaunt"			0	25	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4814	4814					For voice and piano with chord symbols.|Pl. no. 7-3	English	"First line of text|Macushla! Macushla! your sweet voice is calling, calling me softly again and again."	Macushla	"Macmurrough, Dermot, 1872-1943|http://id.loc.gov/authorities/names/no00056771"	"Rowe, Josephine V.|http://id.loc.gov/authorities/names/no00019907"		"Boosey & Hawkes, Inc."	"New York, NY"	1937	Gene Ferguson		Songs (Medium voice) with piano|http://id.loc.gov/authorities/subjects/sh85125188	Sheet music 3140		Boosey & Hawkes World Famous Songs			"blue-eyed, enfolding, fling, red lips, awaken"			0	34	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4816	4816					"For voice and piano.|Title page: ""To J. Arthur Craig, Kingston, Canada.""|Pl. no. 7017"	English	"First line of text|Give a man a horse he can ride, give a man a boat he can sail and his rank and wealth, his strength and health, on sea nor shore shall fail!"	Give a man a horse he can ride	"Thomson, James, 1834-1882|http://id.loc.gov/authorities/names/n50012267"	"O'Hara, Geoffrey, 1882-1967|http://id.loc.gov/authorities/names/n82063874"		"R. L. Huntzinger, Inc."	"Cincinnati, OH"	1917	Gene Ferguson		Songs (Medium voice) with piano|http://id.loc.gov/authorities/subjects/sh85125188	Sheet music 3142					"pipe, girl, Fate"			0	53	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4817	4817					"For piano and voice.|""Dedicated most respectfully to Madam Marcella Sembrich""--Title page.|Original copyright 1927 Franco Colombo Publications.|Pl. no. FCS 707."	English	"First line of text|Summer has flown, the leaves are falling, I hear a voice. :: First line of chorus|Tell me, Oh blue, blue sky Why did we part?."	"Tell me, oh blue, blue sky!"	"Giannini, Vittorio, 1903-1966|http://id.loc.gov/authorities/names/no88004103"	"Flaster, Karl, 1905-1965|http://id.loc.gov/authorities/names/no93014208"		Belwin	"Rockville Centre, NY"	1969	Gene Ferguson		Songs (High voice) with piano|http://id.loc.gov/authorities/subjects/sh85125149 ; Popular music--1961-1970|http://id.loc.gov/authorities/subjects/sh87003307	Sheet music 3143					"summer, flown, leaves, falling, voice, face, pleading, heart, bleeding"			0	15	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4818	4818					For piano and voice.|Pl. no. NY 1267.	English	"First line of text|It is a Spring night, O my Beloved!."	It is a spring night	"Giannini, Vittorio, 1903-1966|http://id.loc.gov/authorities/names/no88004103"	"Flaster, Karl, 1905-1965|http://id.loc.gov/authorities/names/no93014208"		G. Ricordi	"New York, NY"	1942	Gene Ferguson		Songs (Medium voice) with piano|http://id.loc.gov/authorities/subjects/sh85125188 ; Popular music--1941-1950|http://id.loc.gov/authorities/subjects/sh87003305	Sheet music 3144					"spring, night, beloved, scent, Wistaria, caressing, fingers, garden, dreams"			0	16	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4821	4821					"For voice and piano.|Cover: ""In a Persian Garden: A cycle for four solo voices with pianoforte accompaniment by Liza Lehmann, to words from the Rubaiyat of Omar Khayyam.""|Pl. no. 3214"	English	"First line of text|Ah, fill the Cup! what boots it to repeat how time is slipping underneath our feet!"	"Ah, moon of my delight"	"Lehmann, Liza, 1862-1918|http://id.loc.gov/authorities/names/nr88005073"	Omar Khayyam|http://id.loc.gov/authorities/names/n79105787		The Boston Music Co.	"Boston, MA"	1912	Gene Ferguson		Songs (Medium voice) with piano|http://id.loc.gov/authorities/subjects/sh85125188	Sheet music 3147				In a Persian garden	"jocund, grape, conspire, remould, moon, errand"			0	59	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4835	4835					Version in G for medium voice and piano.|Dedicated to Reinald Werrenrath.|Pl. no.: 31024	English	First line of text|Let it be beautiful when I sing the last song.	The last song	"Rogers, James H. (James Hotchkiss), 1857-1940|http://id.loc.gov/authorities/names/no90012175"	"Alexander, Hartley Burr, 1873-1939|http://id.loc.gov/authorities/names/n79081591"		"G. Schirmer, Inc."	"New York, NY"	1922	Gene Ferguson		Songs (Medium voice) with piano|http://id.loc.gov/authorities/subjects/sh85125188	Sheet music 3161								0	70	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4853	4853					"For voice and piano, in G."	English	First line of text|Old Mother Hubbard she went to the cupboard to fetch her poor dog a bone.	Old Mother Hubbard (Set in the manner of Handel)	"Hely-Hutchinson, Victor, 1901-1947|http://id.loc.gov/authorities/names/n88674624"			"Carl Fischer, Inc."	"New York, NY"	1929	Gene Ferguson		Songs (Medium voice) with piano|http://id.loc.gov/authorities/subjects/sh85125188	Sheet music 3179					"nursery rhyme, bare, none"			0	17	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4881	4881					For medium voice and piano.|Pl. no.: 14428	English	First line of text|My mother bids me bind my hair with bands of rosy hue.	My mother bids me bind my hair = Bind' auf dein Haar : canzonet	"Haydn, Joseph, 1732-1809|http://id.loc.gov/authorities/names/n79091193"			"G. Schirmer, Inc."	"New York, NY"	1800-1999	Donald Gray		Songs (Medium voice) with piano|http://id.loc.gov/authorities/subjects/sh85125188	Sheet music 3207								0	41	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4780	4780					For piano and two voices.|Pl. no. A.C. 2466.	French	"First line of text|C'est toi, toi qu'enfin je revois."	Les pecheurs de perles	"Bizet, Georges, 1838-1875|http://id.loc.gov/authorities/names/n79116212"	"Carré, Michel, 1819-1872|http://id.loc.gov/authorities/names/n84132579 ; Cormon, Eugène, 1810-1903|http://id.loc.gov/authorities/names/n82047901"		Editions Choudens	Paris	1800-1999	Donald Gray		Vocal duets with piano|http://id.loc.gov/authorities/subjects/sh85144077 ; Operas--Excerpts|http://id.loc.gov/authorities/subjects/sh85094931	Sheet music Large 1191				Opera in 3 acts	"jours, brahama, tonserment, brahmines, lumiere, foule, temple, fleurs, femme, etonnee, murmure, bresedres, bras, charmante, foule, genoux"			0	60	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4785	4785					For voice and piano with chord symbols.|Cover inset photo of the Carpenters.	English	"First line of verse|Day after day I must face a world of strangers where I don't belong, I'm not that strong. :: First line of chorus|When there's no getting over that rainbow, when my smallest of dreams won't come true."	I won't last a day without you	"Nichols, Roger, 1940-|http://id.loc.gov/authorities/names/n2003083550"	"Williams, Paul, 1940-|http://id.loc.gov/authorities/names/n79140938"		Almo Music Corp.		1972	Donna Windham		Songs (Low voice) with piano|http://id.loc.gov/authorities/subjects/sh85125168 ; Popular music--1971-1980|http://id.loc.gov/authorities/subjects/sh87003311	Sheet music 3111					"madness, city, lonely, touch, friends"			0	19	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4787	4787					For piano.|Pl. no. 9628-3	No linguistic content		Parade of the wooden soldiers (La parade des soldats de bois) (Simplified edition)	"Jessel, Léon|http://id.loc.gov/authorities/names/n82032732"		"Gallico, Paolo, 1868-1955|http://id.loc.gov/authorities/names/n86143588"	Edward B. Marks Music Corporation	"New York, NY"	1932	Donna Windham		"Piano music, Arranged|http://id.loc.gov/authorities/subjects/sh85101791"	Sheet music 3113		Modern Simplified Piano Series			easy			0	67	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4792	4792					For piano and voice.|Pl. no. The April Fools - 3.	English	"First line of text|In an April dream, once you came to me."	The April fools	"Bacharach, Burt|http://id.loc.gov/authorities/names/n80050147"	"David, Hal, 1921-2012|http://id.loc.gov/authorities/names/n80050146"		Blue Seas Music; Jac Music; April Music	"New York, NY"	1969	Donna Windham		Songs (Low voice) with piano|http://id.loc.gov/authorities/subjects/sh85125168 ; Popular music--1961-1970|http://id.loc.gov/authorities/subjects/sh87003307	Sheet music 3118				"From the Cinema Center Film Production ""The April Fools"""	"April, dream, smiled, eyes, hand, fools, love"			0	20	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4801	4801					"For voice and piano, with guitar chord diagrams.|Cover photograph of Perry Como.|Pl. no.: 1338"	English	"First line of text|And I love you so, the people ask me how."	And I love you so	"McLean, Don, 1945-|http://id.loc.gov/authorities/names/n92033728"	"McLean, Don, 1945-|http://id.loc.gov/authorities/names/n92033728"		"Mayday Music, Inc. and Yahweh Tunes, Inc."	"New York, NY"	1972	Donna Windham		Popular music--1961-1970|http://id.loc.gov/authorities/subjects/sh87003307	Sheet music 3127								0	32	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4806	4806					For piano solo.|Dedicated to Countess Giulietta Guicciardi.|Includes instructional footnotes.|Pl. no.: 35919	No linguistic content		"First movement of the Sonata quasi una fantasia (Moonlight sonata) : op. 27, no. 2"	"Beethoven, Ludwig van, 1770-1827|http://id.loc.gov/authorities/names/n79107741"			"G. Schirmer, Inc."	"New York, NY"	1923	Donna Windham		Piano music|http://id.loc.gov/authorities/subjects/sh85101782	Sheet music 3132								0	32	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4808	4808					"Includes text ""The Art of Playing Chimes"" on p. 2.|Contents: Adeste fideles -- Joy to the world -- Silent night -- Hark! the herald angels sing -- Deck the halls -- Come thou almighty king -- While shepherds watch their flocks -- O little town of Bethlehem -- It came upon the midnight clear.|Pl. no.: W. M Co. 6235"	No linguistic content		How to play Christmas chimes on the piano	"Reading, John, 1685?-1764|http://id.loc.gov/authorities/names/no2008184956 ; Handel, George Frideric, 1685-1759|http://id.loc.gov/authorities/names/n79129204 ; Gruber, Franz Xaver, 1787-1863|http://id.loc.gov/authorities/names/n50032982 ; Mendelssohn-Bartholdy, Felix, 1809-1847|http://id.loc.gov/authorities/names/n79139515 ; Giardini, Felice, 1716-1796|http://id.loc.gov/authorities/names/n87801638 ; Redner, Lewis H., 1831-1908|http://id.loc.gov/authorities/names/no2002068875 ; Willis, Richard Storrs, 1819-1900|http://id.loc.gov/authorities/names/no95041378"		"Dardenelle, Louise|http://id.loc.gov/authorities/names/no97063364"	The Willis Music Co.	"Cincinnati, OH"	1944	Donna Windham		Piano music|http://id.loc.gov/authorities/subjects/sh85101782 ; Christmas music|http://id.loc.gov/authorities/subjects/sh85025312	Sheet music 3134								0	45	N
																													
																													
																													
																													
																													
																													
